    Rank Group    Score       Missing     Variable
     504  F     3.192E-02         165     TLE6
     505  F     3.192E-02         165     LENG8
     506  F     3.192E-02         165     TPRG1
     507  F     3.191E-02         165     SMEK2
     508  F     3.191E-02         165     CSN2
     509  F     3.190E-02         165     RAB3IP
     510  F     3.190E-02         165     DHX15
     511  F     3.190E-02         165     EFNA2
     512  F     3.190E-02         165     LRFN1
     513  F     3.190E-02         165     ARPC4
     514  F     3.190E-02         165     UBE2K
     515  F     3.187E-02         165     LRIT3
     516  F     3.187E-02         165     LCN10
     517  F     3.186E-02         165     CCDC59
     518  F     3.184E-02         165     SGPP2
     519  F     3.184E-02         165     CNOT6L
     520  F     3.184E-02         165     PRDX4
     521  F     3.180E-02         165     PTPRH
     522  F     3.180E-02         165     PON2
     523  F     3.180E-02         165     SLC35D2
     524  F     3.180E-02         165     PLEKHA3
     525  F     3.179E-02         165     NUMBL
     526  F     3.179E-02         165     PTPRN
     527  F     3.178E-02         165     RNF149
     528  F     3.178E-02         165     CCL21
     529  F     3.178E-02         165     KRTAP1.3
     530  F     3.178E-02         165     CAND2
     531  F     3.177E-02         165     PCCB
     532  F     3.177E-02         165     MTARC1
     533  F     3.177E-02         165     SLC9A2
     534  F     3.177E-02         165     USP22
     535  F     3.177E-02         165     SLC25A45
     536  F     3.177E-02         165     MRS2
     537  F     3.176E-02         165     KLHL4
     538  F     3.176E-02         165     NELL2
     539  F     3.176E-02         165     KCNE1
     540  F     3.176E-02         165     BMP2K
     541  F     3.176E-02         165     PPM1B
     542  F     3.176E-02         165     ANKRD44
     543  F     3.176E-02         165     AEBP1
     544  F     3.176E-02         165     STK17B
     545  F     3.176E-02         165     ARMC3
     546  F     3.174E-02         165     OR6X1
     547  F     3.174E-02         165     ZIM2
     548  F     3.174E-02         165     EML1
     549  F     3.174E-02         165     CLCN6
     550  F     3.174E-02         165     CPSF3L
     551  F     3.174E-02         165     GAD2
     552  F     3.174E-02         165     CCM2
     553  F     3.174E-02         165     SLC25A2
     554  F     3.174E-02         165     ARHGAP9
     555  F     3.174E-02         165     FUZ
     556  F     3.173E-02         165     FAN1
     557  F     3.173E-02         165     TMEM259
     558  F     3.173E-02         165     ADRBK2
     559  F     3.173E-02         165     FBXO40
     560  F     3.173E-02         165     CASC10
     561  F     3.172E-02         165     ARPC3
     562  F     3.172E-02         165     ACY1
     563  F     3.172E-02         165     DNAJC30
     564  F     3.172E-02         165     ULK4
     565  F     3.172E-02         165     KDELC1
     566  F     3.172E-02         165     USP43
     567  F     3.172E-02         165     PHTF2
     568  F     3.172E-02         165     SPINK14
     569  F     3.172E-02         165     ABI3BP
     570  F     3.172E-02         165     GUCY2F
     571  F     3.172E-02         165     PIGG
     572  F     3.172E-02         165     NARG2
     573  F     3.171E-02         165     ACADSB
     574  F     3.169E-02         165     C12orf43
     575  F     3.169E-02         165     VPS11
     576  F     3.168E-02         165     SYNDIG1
     577  F     3.168E-02         165     SLC22A12
     578  F     3.167E-02         165     ALG10B
     579  F     3.167E-02         165     CXorf56
     580  F     3.166E-02         165     METTL6
     581  F     3.166E-02         165     LHX5
     582  F     3.166E-02         165     NEBL
     583  F     3.164E-02         165     DENND4A
     584  F     3.164E-02         165     C19orf55
     585  F     3.164E-02         165     HERC2
