    Rank Group    Score       Missing     Variable
     669  A     3.358E+00          88     DHH
     670  A     3.353E+00          88     LRRIQ4
     671  A     3.343E+00          88     ADRB2
     672  A     3.343E+00          88     GPR182
     673  A     3.343E+00          88     ELK3
     674  A     3.343E+00          88     CSRP2BP
     675  A     3.343E+00          88     C11orf85
     676  A     3.343E+00          88     PAGE3
     677  A     3.343E+00          88     LRRC3B
     678  A     3.343E+00          88     KLRG2
     679  A     3.343E+00          88     CLIC6
     680  A     3.340E+00          88     C2CD2L
     681  A     3.340E+00          88     TUSC2
     682  A     3.340E+00          88     RAB30
     683  A     3.337E+00          88     CPN2
     684  A     3.331E+00          88     BHLHE41
     685  A     3.327E+00          88     PVRL2
     686  A     3.314E+00          88     RARB
     687  A     3.311E+00          88     XIAP
