    Rank Group    Score       Missing     Variable
     607  A     3.285E+00          88     FAM114A1
     608  A     3.285E+00          88     C12orf23
     609  A     3.285E+00          88     CAPS2
     610  A     3.285E+00          88     MAP2K3
     611  A     3.285E+00          88     KRBA2
     612  A     3.285E+00          88     F10
     613  A     3.285E+00          88     DNMT3L
     614  A     3.285E+00          88     SLTM
     615  A     3.285E+00          88     OR4K13
     616  A     3.285E+00          88     RRP1
     617  A     3.285E+00          88     AKR1B10
     618  A     3.284E+00          88     PEX10
     619  A     3.284E+00          88     CTU1
     620  A     3.283E+00          88     HDAC4
     621  A     3.283E+00          88     NOXA1
     622  A     3.283E+00          88     CYB5R1
     623  A     3.283E+00          88     PLD3
     624  A     3.283E+00          88     PROSER2
     625  A     3.283E+00          88     MYBPH
     626  A     3.283E+00          88     RNA5SP439
     627  A     3.283E+00          88     C4orf3
     628  A     3.282E+00          88     TBK1
     629  A     3.282E+00          88     GDF5
     630  A     3.282E+00          88     CT83
     631  A     3.282E+00          88     C19orf18
     632  A     3.282E+00          88     RBBP5
     633  A     3.282E+00          88     PLSCR4
     634  A     3.282E+00          88     ZNF321P
     635  A     3.282E+00          88     TYW1
     636  A     3.281E+00          88     PFDN6
     637  A     3.281E+00          88     POLRMT
     638  A     3.281E+00          88     KRT27
     639  A     3.281E+00          88     USP39
     640  A     3.281E+00          88     CD70
     641  A     3.281E+00          88     DBX2
     642  A     3.280E+00          88     CCK
     643  A     3.280E+00          88     TBC1D14
     644  A     3.280E+00          88     SLC5A3
     645  A     3.280E+00          88     KRTAP10.9
     646  A     3.279E+00          88     HCLS1
     647  A     3.279E+00          88     POPDC2
     648  A     3.279E+00          88     CCNA2
     649  A     3.278E+00          88     ATG2A
     650  A     3.278E+00          88     ZNF180
     651  A     3.277E+00          88     TBC1D28
     652  A     3.277E+00          88     CCDC66
     653  A     3.277E+00          88     MIOX
     654  A     3.277E+00          88     SRXN1
     655  A     3.277E+00          88     GPR173
     656  A     3.277E+00          88     SCEL
     657  A     3.277E+00          88     TCIRG1
     658  A     3.277E+00          88     ASB12
     659  A     3.277E+00          88     ESYT3
     660  A     3.277E+00          88     CST2
     661  A     3.277E+00          88     STX8
     662  A     3.277E+00          88     ATP6V0A2
     663  A     3.277E+00          88     RILPL2
     664  A     3.277E+00          88     SLC10A2
     665  A     3.277E+00          88     USP35
     666  A     3.277E+00          88     CDK5RAP1
     667  A     3.277E+00          88     SHD
     668  A     3.277E+00          88     MIR939
     669  A     3.277E+00          88     PLEKHH3
     670  A     3.277E+00          88     H2BC9
     671  A     3.277E+00          88     GSC2
     672  A     3.277E+00          88     INO80D
     673  A     3.277E+00          88     NFYB
     674  A     3.277E+00          88     STRA8
     675  A     3.277E+00          88     DPY19L2
     676  A     3.277E+00          88     METTL6
     677  A     3.277E+00          88     SEMA3G
     678  A     3.277E+00          88     LHX5
     679  A     3.277E+00          88     SPCS2
     680  A     3.276E+00          88     SNRPD3
     681  A     3.276E+00          88     BUB3
     682  A     3.276E+00          88     NET1
     683  A     3.276E+00          88     GLIPR1
     684  A     3.276E+00          88     RNU6.811P
     685  A     3.274E+00          88     HINFP
     686  A     3.274E+00          88     SLCO1B7
     687  A     3.274E+00          88     DTX3
     688  A     3.274E+00          88     OR6C68
     689  A     3.274E+00          88     CD96
     690  A     3.274E+00          88     CCDC117
     691  A     3.274E+00          88     KRT6A
